Table 1
Rk,Player,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
1,Nikola Jokić,8.9,2022-23,27,DEN,40,40,1336,378,603,343,509,35,94,208,255,81,358,439,392,57,24,138,110,999,0.627,0.674,0.372,0.816,0.698,0.656,C-F,jokicni01
2,Luka Dončić,7.4,2022-23,23,DAL,40,40,1497,454,912,341,590,113,322,330,452,38,320,358,353,64,24,146,117,1351,0.498,0.578,0.351,0.730,0.608,0.560,G-F,doncilu01
3,Domantas Sabonis,7.1,2022-23,26,SAC,41,41,1406,286,469,267,419,19,50,182,243,124,393,517,290,31,20,106,149,773,0.610,0.637,0.380,0.749,0.671,0.630,C-F,sabondo01
4,Jayson Tatum,6.5,2022-23,24,BOS,43,43,1582,438,929,296,526,142,403,319,368,47,308,355,184,44,34,112,91,1337,0.471,0.563,0.352,0.867,0.613,0.548,F,tatumja01
5,Shai Gilgeous-Alexander,6.4,2022-23,24,OKC,40,40,1426,405,805,366,693,39,112,377,415,32,164,196,220,67,44,125,107,1226,0.503,0.528,0.348,0.908,0.621,0.527,G,gilgesh01
6,Kevin Durant,6.3,2022-23,34,BRK,39,39,1403,410,734,339,545,71,189,267,286,14,248,262,207,32,57,136,92,1158,0.559,0.622,0.376,0.934,0.673,0.607,F-G,duranke01
7,Joel Embiid,5.9,2022-23,28,PHI,33,33,1150,370,690,333,585,37,105,333,390,58,265,323,140,34,55,122,109,1110,0.536,0.569,0.352,0.854,0.644,0.563,C,embiijo01
8,Lauri Markkanen,5.7,2022-23,25,UTA,42,42,1437,349,672,226,374,123,298,213,245,77,284,361,78,26,25,79,87,1034,0.519,0.604,0.413,0.869,0.663,0.611,F-C,markkla01
9,Donovan Mitchell,5.7,2022-23,26,CLE,40,40,1445,390,806,241,429,149,377,206,237,37,118,155,190,57,14,119,100,1135,0.484,0.562,0.395,0.869,0.623,0.576,G,mitchdo01
10,Jimmy Butler,5.5,2022-23,33,MIA,31,31,1067,226,442,206,380,20,62,213,250,68,129,197,160,64,12,55,41,685,0.511,0.542,0.323,0.852,0.620,0.534,F-G,butleji01
11,Tyrese Haliburton,5.5,2022-23,22,IND,40,40,1336,290,604,172,308,118,296,110,125,27,132,159,409,70,16,105,44,808,0.480,0.558,0.399,0.880,0.613,0.578,G,halibty01
12,Julius Randle,5.4,2022-23,28,NYK,45,45,1605,369,807,251,460,118,347,244,325,98,380,478,174,33,17,120,138,1100,0.457,0.546,0.340,0.751,0.579,0.530,F-C,randlju01
13,Jarrett Allen,5.3,2022-23,24,CLE,38,38,1258,213,338,213,331,0,7,103,142,117,256,373,66,30,45,53,83,529,0.630,0.644,0.000,0.725,0.660,0.630,C-F,allenja01
14,DeMar DeRozan,4.9,2022-23,33,CHI,41,41,1478,381,753,365,694,16,59,291,328,20,186,206,201,41,19,80,109,1069,0.506,0.526,0.271,0.887,0.596,0.517,G-F,derozde01
15,Damian Lillard,4.9,2022-23,32,POR,32,32,1139,287,631,160,284,127,347,237,264,18,106,124,227,27,10,101,62,938,0.455,0.563,0.366,0.898,0.628,0.555,G,lillada01
16,Jalen Brunson,4.8,2022-23,26,NYK,42,42,1428,339,721,265,533,74,188,188,221,26,129,155,265,39,8,90,97,940,0.470,0.497,0.394,0.851,0.574,0.521,G,brunsja01
17,Anthony Davis,4.8,2022-23,29,LAL,25,25,836,255,429,246,398,9,31,166,201,78,224,302,66,33,53,47,68,685,0.594,0.618,0.290,0.826,0.662,0.605,F-C,davisan02
18,Nic Claxton,4.7,2022-23,23,BRK,40,40,1141,215,295,215,294,0,1,50,105,100,241,341,59,30,108,53,113,480,0.729,0.731,0.000,0.476,0.703,0.729,C,claxtni01
19,James Harden,4.6,2022-23,33,PHI,29,29,1072,193,434,112,222,81,212,162,186,17,167,184,323,38,17,101,62,629,0.445,0.505,0.382,0.871,0.610,0.538,G,hardeja01
20,Mason Plumlee,4.5,2022-23,32,CHO,45,45,1272,199,303,199,303,0,0,116,194,154,288,442,166,28,32,70,136,514,0.657,0.657,,0.598,0.662,0.657,C-F,plumlma01
21,Mitchell Robinson,4.4,2022-23,24,NYK,37,36,1013,118,175,118,175,0,0,39,73,163,173,336,37,32,66,18,111,275,0.674,0.674,,0.534,0.664,0.674,C,robinmi01
22,Kevon Looney,4.4,2022-23,26,GSW,44,44,1028,122,192,122,192,0,0,50,79,130,241,371,122,20,23,22,124,294,0.635,0.635,,0.633,0.648,0.635,F-C,looneke01
23,Rudy Gobert,4.4,2022-23,30,MIN,39,39,1189,199,293,199,290,0,3,120,179,129,319,448,32,33,49,68,117,518,0.679,0.686,0.000,0.670,0.697,0.679,C,goberru01
24,Nikola Vučević,4.4,2022-23,32,CHI,44,44,1480,309,590,232,389,77,201,75,90,92,389,481,138,29,39,79,90,770,0.524,0.596,0.383,0.833,0.611,0.589,C,vucevni01
25,Evan Mobley,4.4,2022-23,21,CLE,43,43,1458,251,452,242,406,9,46,111,160,103,274,377,115,32,55,86,121,622,0.555,0.596,0.196,0.694,0.595,0.565,F-C,mobleev01
26,Giannis Antetokounmpo,4.3,2022-23,28,MIL,35,35,1180,382,729,357,627,25,102,296,453,80,338,418,187,28,32,140,124,1085,0.524,0.569,0.245,0.653,0.584,0.541,F-G,antetgi01
27,Jerami Grant,4.3,2022-23,28,POR,42,42,1498,310,630,204,383,106,247,183,231,43,138,181,105,38,33,77,102,909,0.492,0.533,0.429,0.792,0.621,0.576,F,grantje01
28,Pascal Siakam,4.3,2022-23,28,TOR,35,35,1312,307,643,260,498,47,145,231,299,68,220,288,223,28,20,92,117,892,0.477,0.522,0.324,0.773,0.576,0.514,F,siakapa01
29,Aaron Gordon,4.2,2022-23,27,DEN,39,39,1166,245,416,208,319,37,97,120,187,95,172,267,101,33,30,63,68,647,0.589,0.652,0.381,0.642,0.649,0.633,F,gordoaa01
30,Stephen Curry,4.2,2022-23,34,GSW,30,30,1021,296,601,149,252,147,349,140,154,18,175,193,189,28,11,94,64,879,0.493,0.591,0.421,0.909,0.657,0.615,G,curryst01
31,Ja Morant,4.1,2022-23,23,MEM,36,36,1153,351,749,289,559,62,190,225,299,41,165,206,284,36,10,126,60,989,0.469,0.517,0.326,0.753,0.562,0.510,G,moranja01
32,Brook Lopez,4.1,2022-23,34,MIL,44,44,1343,245,484,156,262,89,222,65,83,90,189,279,53,23,108,61,106,644,0.506,0.595,0.401,0.783,0.619,0.598,C,lopezbr01
33,Kristaps Porziņģis,4.1,2022-23,27,WAS,39,39,1283,286,603,213,391,73,212,221,271,76,266,342,92,38,58,85,114,866,0.474,0.545,0.344,0.815,0.600,0.535,F-C,porzikr01
34,Bam Adebayo,4.0,2022-23,25,MIA,40,40,1402,344,642,343,632,1,10,168,209,115,290,405,124,44,35,110,120,857,0.536,0.543,0.100,0.804,0.584,0.537,C-F,adebaba01
35,Spencer Dinwiddie,3.9,2022-23,29,DAL,44,44,1486,250,538,139,264,111,274,120,144,16,115,131,230,34,13,72,105,731,0.465,0.527,0.405,0.833,0.608,0.568,G,dinwisp01
36,Zion Williamson,3.8,2022-23,22,NOP,29,29,956,285,469,278,450,7,19,177,248,58,144,202,133,32,16,99,65,754,0.608,0.618,0.368,0.714,0.652,0.615,F-C,willizi01
37,LeBron James,3.8,2022-23,38,LAL,34,34,1232,393,769,326,540,67,229,157,207,43,243,286,237,34,18,108,56,1010,0.511,0.604,0.293,0.758,0.587,0.555,F-G,jamesle01
38,Darius Garland,3.7,2022-23,23,CLE,36,36,1292,265,591,179,375,86,216,154,178,16,85,101,281,42,5,113,76,770,0.448,0.477,0.398,0.865,0.575,0.521,G,garlada01
39,Ivica Zubac,3.7,2022-23,25,LAC,44,44,1288,175,281,175,279,0,2,97,137,145,308,453,46,18,58,84,131,447,0.623,0.627,0.000,0.708,0.655,0.623,C,zubaciv01
40,Mikal Bridges,3.7,2022-23,26,PHO,45,45,1628,262,569,183,369,79,200,107,120,47,158,205,152,52,40,61,96,710,0.460,0.496,0.395,0.892,0.571,0.530,F-G,bridgmi01
41,Onyeka Okongwu,3.7,2022-23,22,ATL,43,16,1069,166,268,166,265,0,3,67,91,118,208,326,44,29,53,43,139,399,0.619,0.626,0.000,0.736,0.648,0.619,F,okongon01
42,Trey Murphy III,3.6,2022-23,22,NOP,41,31,1178,178,369,87,143,91,226,74,80,37,120,157,54,42,21,32,87,521,0.482,0.608,0.403,0.925,0.644,0.606,F,murphtr02
43,Myles Turner,3.6,2022-23,26,IND,36,36,1079,224,403,169,262,55,141,123,156,49,235,284,53,22,83,59,118,626,0.556,0.645,0.390,0.788,0.664,0.624,C-F,turnemy01
44,Harrison Barnes,3.6,2022-23,30,SAC,42,42,1348,197,404,129,218,68,186,176,214,42,169,211,72,35,6,51,58,638,0.488,0.592,0.366,0.822,0.640,0.572,F,barneha02
45,Tobias Harris,3.6,2022-23,30,PHI,40,40,1363,259,518,183,316,76,202,62,73,42,208,250,107,45,24,52,85,656,0.500,0.579,0.376,0.849,0.596,0.573,F,harrito02
46,De'Aaron Fox,3.6,2022-23,25,SAC,39,39,1291,346,685,282,494,64,191,172,215,17,153,170,234,34,14,102,96,928,0.505,0.571,0.335,0.800,0.595,0.552,G,foxde01
47,Walker Kessler,3.6,2022-23,21,UTA,44,10,869,142,198,142,198,0,0,45,81,121,194,315,31,14,87,32,100,329,0.717,0.717,,0.556,0.704,0.717,C,kesslwa01
48,Jonas Valančiūnas,3.5,2022-23,30,NOP,44,44,1107,249,463,221,385,28,78,120,143,124,305,429,78,14,23,90,134,646,0.538,0.574,0.359,0.839,0.614,0.568,C,valanjo01
49,Trae Young,3.5,2022-23,24,ATL,39,39,1394,336,793,245,517,91,276,305,342,26,84,110,381,36,6,155,62,1068,0.424,0.474,0.330,0.892,0.566,0.481,G,youngtr01
50,Bobby Portis,3.5,2022-23,27,MIL,45,13,1204,264,535,213,376,51,159,58,70,115,337,452,81,21,11,58,77,637,0.493,0.566,0.321,0.829,0.563,0.541,F,portibo01
51,Jrue Holiday,3.4,2022-23,32,MIL,34,32,1107,245,525,162,311,83,214,86,99,41,127,168,251,48,14,107,68,659,0.467,0.521,0.388,0.869,0.580,0.546,G,holidjr01
52,Josh Hart,3.3,2022-23,27,POR,42,42,1436,150,299,122,213,28,86,72,97,81,269,350,172,47,8,71,112,400,0.502,0.573,0.326,0.742,0.585,0.548,G,hartjo01
53,Jarred Vanderbilt,3.3,2022-23,23,UTA,45,41,1113,155,272,140,226,15,46,60,86,111,254,365,126,47,12,67,119,385,0.570,0.619,0.326,0.698,0.621,0.597,F,vandeja01
54,Derrick White,3.3,2022-23,28,BOS,45,38,1178,153,340,83,155,70,185,77,89,27,113,140,153,33,41,47,103,453,0.450,0.535,0.378,0.865,0.597,0.553,G,whitede01
55,Tyus Jones,3.3,2022-23,26,MEM,43,7,1018,175,393,106,216,69,177,47,60,15,83,98,208,42,2,40,18,466,0.445,0.491,0.390,0.783,0.556,0.533,G,jonesty01
56,Christian Wood,3.3,2022-23,27,DAL,41,16,1184,273,510,201,322,72,188,131,178,59,285,344,67,19,51,88,116,749,0.535,0.624,0.383,0.736,0.637,0.606,F,woodch01
57,Malcolm Brogdon,3.3,2022-23,30,BOS,39,0,930,190,392,116,229,74,163,97,109,28,133,161,146,22,9,60,55,551,0.485,0.507,0.454,0.890,0.626,0.579,G,brogdma01
58,Jaylen Brown,3.2,2022-23,26,BOS,40,40,1418,407,817,309,519,98,298,174,219,49,234,283,128,43,21,122,110,1086,0.498,0.595,0.329,0.795,0.595,0.558,F-G,brownja02
59,Alperen Şengün,3.2,2022-23,20,HOU,40,37,1083,235,417,227,389,8,28,119,155,132,217,349,124,30,38,91,137,597,0.564,0.584,0.286,0.768,0.615,0.573,C-F,sengual01
